,time_ms,MLII,V2
0,0.0,-0.925,-0.47
1,2.7777777777777777,-0.925,-0.47
2,5.555555555555555,-0.925,-0.47
3,8.333333333333334,-0.925,-0.47
4,11.11111111111111,-0.925,-0.47
5,13.888888888888888,-0.925,-0.47
6,16.666666666666668,-0.925,-0.47
7,19.444444444444446,-0.92,-0.47
8,22.22222222222222,-0.92,-0.47
9,25.0,-0.94,-0.485
10,27.777777777777775,-0.94,-0.49
11,30.555555555555554,-0.955,-0.51
12,33.333333333333336,-0.97,-0.515
13,36.11111111111111,-0.97,-0.515
14,38.88888888888889,-0.98,-0.515
15,41.666666666666664,-0.98,-0.505
16,44.44444444444444,-0.965,-0.5
17,47.22222222222222,-0.95,-0.505
18,50.0,-0.94,-0.48
19,52.77777777777778,-0.91,-0.475
20,55.55555555555555,-0.925,-0.505
21,58.333333333333336,-0.93,-0.5
22,61.11111111111111,-0.945,-0.53
23,63.888888888888886,-0.95,-0.51
24,66.66666666666667,-0.96,-0.53
25,69.44444444444444,-0.96,-0.535
26,72.22222222222221,-0.965,-0.515
27,75.0,-0.97,-0.525
28,77.77777777777779,-0.965,-0.51
29,80.55555555555556,-0.97,-0.505
30,83.33333333333333,-0.985,-0.495
31,86.11111111111111,-0.95,-0.5
32,88.88888888888889,-0.95,-0.525
33,91.66666666666666,-0.95,-0.505
34,94.44444444444444,-0.93,-0.525
35,97.22222222222223,-0.925,-0.54
36,100.0,-0.94,-0.535
37,102.77777777777777,-0.95,-0.545
38,105.55555555555556,-0.97,-0.54
39,108.33333333333334,-0.955,-0.54
40,111.1111111111111,-0.96,-0.515
41,113.88888888888889,-0.96,-0.505
42,116.66666666666667,-0.945,-0.505
43,119.44444444444446,-0.93,-0.51
44,122.22222222222221,-0.925,-0.505
45,125.0,-0.94,-0.52
46,127.77777777777777,-0.94,-0.525
47,130.55555555555557,-0.94,-0.525
48,133.33333333333334,-0.955,-0.545
49,136.1111111111111,-0.95,-0.545
50,138.88888888888889,-0.98,-0.55
51,141.66666666666666,-0.96,-0.53
52,144.44444444444443,-0.965,-0.53
53,147.22222222222223,-0.945,-0.51
54,150.0,-0.95,-0.515
55,152.7777777777778,-0.945,-0.5
56,155.55555555555557,-0.945,-0.51
57,158.33333333333331,-0.955,-0.525
58,161.11111111111111,-0.96,-0.53
59,163.88888888888889,-0.955,-0.53
60,166.66666666666666,-0.97,-0.545
61,169.44444444444446,-0.98,-0.555
62,172.22222222222223,-0.97,-0.54
63,175.0,-0.975,-0.52
64,177.77777777777777,-0.965,-0.525
65,180.55555555555554,-0.95,-0.515
66,183.33333333333331,-0.95,-0.515
67,186.11111111111111,-0.935,-0.51
68,188.88888888888889,-0.93,-0.515
69,191.66666666666669,-0.93,-0.525
70,194.44444444444446,-0.94,-0.535
71,197.22222222222223,-0.935,-0.55
72,200.0,-0.95,-0.57
73,202.77777777777777,-0.97,-0.555
74,205.55555555555554,-0.965,-0.56
75,208.33333333333334,-0.965,-0.555
76,211.11111111111111,-0.97,-0.53
77,213.88888888888889,-0.97,-0.52
78,216.66666666666669,-0.96,-0.52
79,219.44444444444443,-0.93,-0.52
80,222.2222222222222,-0.95,-0.53
81,225.0,-0.96,-0.525
82,227.77777777777777,-0.975,-0.545
83,230.55555555555557,-0.955,-0.535
84,233.33333333333334,-0.96,-0.565
85,236.11111111111111,-0.96,-0.56
86,238.8888888888889,-0.96,-0.56
87,241.66666666666666,-0.97,-0.55
88,244.44444444444443,-0.955,-0.535
89,247.22222222222223,-0.94,-0.52
90,250.0,-0.94,-0.525
91,252.77777777777777,-0.93,-0.525
92,255.55555555555554,-0.925,-0.51
93,258.33333333333337,-0.93,-0.53
94,261.11111111111114,-0.925,-0.535
95,263.8888888888889,-0.935,-0.555
96,266.6666666666667,-0.96,-0.58
97,269.44444444444446,-0.95,-0.56
98,272.2222222222222,-0.96,-0.575
99,275.0,-0.955,-0.57
100,277.77777777777777,-0.945,-0.535
101,280.55555555555554,-0.94,-0.555
102,283.3333333333333,-0.925,-0.55
103,286.1111111111111,-0.92,-0.52
104,288.88888888888886,-0.925,-0.55
105,291.6666666666667,-0.92,-0.535
106,294.44444444444446,-0.925,-0.555
107,297.22222222222223,-0.935,-0.555
108,300.0,-0.935,-0.57
109,302.77777777777777,-0.935,-0.565
110,305.5555555555556,-0.96,-0.57
111,308.33333333333337,-0.945,-0.545
112,311.11111111111114,-0.905,-0.55
113,313.88888888888886,-0.885,-0.54
114,316.66666666666663,-0.855,-0.525
115,319.4444444444444,-0.825,-0.51
116,322.22222222222223,-0.825,-0.53
117,325.0,-0.815,-0.535
118,327.77777777777777,-0.825,-0.535
119,330.55555555555554,-0.81,-0.55
120,333.3333333333333,-0.835,-0.555
121,336.11111111111114,-0.835,-0.53
122,338.8888888888889,-0.835,-0.515
123,341.6666666666667,-0.785,-0.495
124,344.44444444444446,-0.78,-0.48
125,347.22222222222223,-0.76,-0.45
126,350.0,-0.75,-0.435
127,352.7777777777778,-0.76,-0.415
128,355.55555555555554,-0.745,-0.4
129,358.3333333333333,-0.75,-0.39
130,361.1111111111111,-0.775,-0.39
131,363.88888888888886,-0.78,-0.365
132,366.66666666666663,-0.8,-0.36
133,369.44444444444446,-0.825,-0.355
134,372.22222222222223,-0.845,-0.36
135,375.0,-0.84,-0.36
136,377.77777777777777,-0.835,-0.355
137,380.55555555555554,-0.825,-0.35
138,383.33333333333337,-0.835,-0.345
139,386.11111111111114,-0.85,-0.345
140,388.8888888888889,-0.865,-0.375
141,391.6666666666667,-0.895,-0.38
142,394.44444444444446,-0.92,-0.415
143,397.2222222222222,-0.93,-0.43
144,400.0,-0.94,-0.47
145,402.77777777777777,-0.945,-0.49
146,405.55555555555554,-0.955,-0.495
147,408.3333333333333,-0.98,-0.49
148,411.1111111111111,-0.97,-0.505
149,413.88888888888886,-0.97,-0.5
150,416.6666666666667,-0.97,-0.475
151,419.44444444444446,-0.935,-0.485
152,422.22222222222223,-0.965,-0.48
153,425.0,-0.96,-0.51
154,427.77777777777777,-0.96,-0.515
155,430.5555555555556,-0.965,-0.545
156,433.33333333333337,-0.985,-0.545
157,436.11111111111114,-0.985,-0.555
158,438.88888888888886,-0.99,-0.55
159,441.66666666666663,-0.995,-0.54
160,444.4444444444444,-0.975,-0.53
161,447.22222222222223,-0.985,-0.52
162,450.0,-0.97,-0.52
163,452.77777777777777,-0.955,-0.51
164,455.55555555555554,-0.945,-0.535
165,458.3333333333333,-0.945,-0.535
166,461.11111111111114,-0.955,-0.55
167,463.8888888888889,-0.95,-0.565
168,466.6666666666667,-0.97,-0.56
169,469.44444444444446,-0.985,-0.585
170,472.22222222222223,-0.975,-0.575
171,475.0,-0.95,-0.545
172,477.7777777777778,-0.905,-0.55
173,480.55555555555554,-0.83,-0.535
174,483.3333333333333,-0.75,-0.5
175,486.1111111111111,-0.62,-0.425
176,488.88888888888886,-0.5,-0.285
177,491.66666666666663,-0.34,-0.095
178,494.44444444444446,-0.175,0.12
179,497.22222222222223,-0.035,0.37
180,500.0,0.03,0.625
181,502.77777777777777,0.01,0.89
182,505.55555555555554,-0.11,1.085
183,508.3333333333333,-0.33,1.19
184,511.1111111111111,-0.58,1.175
185,513.8888888888888,-0.865,1.005
186,516.6666666666667,-1.155,0.72
187,519.4444444444445,-1.415,0.38
188,522.2222222222223,-1.625,-0.06
189,525.0,-1.755,-0.425
190,527.7777777777778,-1.76,-0.725
191,530.5555555555555,-1.68,-0.865
192,533.3333333333334,-1.565,-0.86
193,536.1111111111111,-1.445,-0.785
194,538.8888888888889,-1.33,-0.68
195,541.6666666666666,-1.245,-0.585
196,544.4444444444443,-1.165,-0.53
197,547.2222222222223,-1.1,-0.515
198,550.0,-1.015,-0.495
199,552.7777777777778,-0.94,-0.485
200,555.5555555555555,-0.885,-0.475
201,558.3333333333334,-0.86,-0.49
202,561.1111111111111,-0.865,-0.49
203,563.8888888888889,-0.87,-0.49
204,566.6666666666666,-0.885,-0.49
205,569.4444444444445,-0.89,-0.505
206,572.2222222222222,-0.905,-0.5
207,575.0,-0.91,-0.49
208,577.7777777777777,-0.89,-0.485
209,580.5555555555557,-0.85,-0.475
210,583.3333333333334,-0.845,-0.45
211,586.1111111111111,-0.835,-0.46
212,588.8888888888889,-0.845,-0.45
213,591.6666666666666,-0.835,-0.465
214,594.4444444444445,-0.84,-0.47
215,597.2222222222222,-0.85,-0.485
216,600.0,-0.83,-0.49
217,602.7777777777777,-0.845,-0.495
218,605.5555555555555,-0.845,-0.485
219,608.3333333333333,-0.855,-0.475
220,611.1111111111112,-0.82,-0.455
221,613.8888888888889,-0.81,-0.435
222,616.6666666666667,-0.81,-0.435
223,619.4444444444445,-0.79,-0.44
224,622.2222222222223,-0.785,-0.435
225,625.0,-0.785,-0.445
226,627.7777777777777,-0.775,-0.435
227,630.5555555555555,-0.79,-0.45
228,633.3333333333333,-0.78,-0.445
229,636.1111111111111,-0.8,-0.445
230,638.8888888888888,-0.785,-0.435
231,641.6666666666667,-0.785,-0.45
232,644.4444444444445,-0.78,-0.42
233,647.2222222222223,-0.76,-0.41
234,650.0,-0.755,-0.39
235,652.7777777777778,-0.73,-0.395
236,655.5555555555555,-0.72,-0.385
237,658.3333333333334,-0.72,-0.4
238,661.1111111111111,-0.725,-0.415
239,663.8888888888889,-0.73,-0.405
240,666.6666666666666,-0.725,-0.415
241,669.4444444444443,-0.725,-0.4
242,672.2222222222223,-0.72,-0.405
243,675.0,-0.74,-0.38
244,677.7777777777778,-0.725,-0.365
245,680.5555555555555,-0.705,-0.35
246,683.3333333333334,-0.685,-0.335
247,686.1111111111111,-0.66,-0.335
248,688.8888888888889,-0.68,-0.315
249,691.6666666666666,-0.665,-0.305
250,694.4444444444445,-0.655,-0.325
251,697.2222222222222,-0.645,-0.325
252,700.0,-0.65,-0.325
253,702.7777777777777,-0.625,-0.3
254,705.5555555555557,-0.63,-0.29
255,708.3333333333334,-0.615,-0.265
256,711.1111111111111,-0.59,-0.24
257,713.8888888888889,-0.57,-0.215
258,716.6666666666666,-0.56,-0.175
259,719.4444444444445,-0.53,-0.18
260,722.2222222222222,-0.515,-0.16
261,725.0,-0.505,-0.14
262,727.7777777777777,-0.485,-0.14
263,730.5555555555555,-0.47,-0.135
264,733.3333333333333,-0.48,-0.135
265,736.1111111111112,-0.45,-0.12
266,738.8888888888889,-0.45,-0.085
267,741.6666666666667,-0.44,-0.065
268,744.4444444444445,-0.395,-0.035
269,747.2222222222223,-0.38,-0.01
270,750.0,-0.335,0.02
271,752.7777777777777,-0.305,0.055
272,755.5555555555555,-0.305,0.05
273,758.3333333333333,-0.29,0.07
274,761.1111111111111,-0.275,0.065
275,763.8888888888888,-0.275,0.09
276,766.6666666666667,-0.25,0.07
277,769.4444444444445,-0.255,0.08
278,772.2222222222223,-0.25,0.1
279,775.0,-0.24,0.125
280,777.7777777777778,-0.22,0.145
281,780.5555555555555,-0.2,0.165
282,783.3333333333334,-0.195,0.185
283,786.1111111111111,-0.175,0.185
284,788.8888888888889,-0.17,0.195
285,791.6666666666666,-0.17,0.185
286,794.4444444444443,-0.175,0.19
287,797.2222222222223,-0.18,0.175
288,800.0,-0.195,0.17
289,802.7777777777778,-0.195,0.165
290,805.5555555555555,-0.23,0.135
291,808.3333333333334,-0.235,0.125
292,811.1111111111111,-0.265,0.14
293,813.8888888888889,-0.265,0.125
294,816.6666666666666,-0.28,0.115
295,819.4444444444445,-0.3,0.075
296,822.2222222222222,-0.335,0.03
297,825.0,-0.36,0.0
298,827.7777777777777,-0.4,-0.035
299,830.5555555555557,-0.43,-0.085
300,833.3333333333334,-0.47,-0.125
301,836.1111111111111,-0.505,-0.17
302,838.8888888888889,-0.54,-0.2
303,841.6666666666666,-0.565,-0.225
304,844.4444444444445,-0.59,-0.25
305,847.2222222222222,-0.61,-0.28
306,850.0,-0.63,-0.3
307,852.7777777777777,-0.65,-0.325
308,855.5555555555555,-0.665,-0.37
309,858.3333333333333,-0.69,-0.4
310,861.1111111111112,-0.735,-0.43
311,863.8888888888889,-0.75,-0.45
312,866.6666666666667,-0.775,-0.485
313,869.4444444444445,-0.795,-0.495
314,872.2222222222223,-0.79,-0.495
315,875.0,-0.82,-0.525
316,877.7777777777777,-0.81,-0.49
317,880.5555555555555,-0.81,-0.51
318,883.3333333333333,-0.81,-0.5
319,886.1111111111111,-0.815,-0.515
320,888.8888888888888,-0.815,-0.515
321,891.6666666666667,-0.82,-0.55
322,894.4444444444445,-0.825,-0.545
323,897.2222222222223,-0.845,-0.555
324,900.0,-0.865,-0.57
325,902.7777777777778,-0.87,-0.56
326,905.5555555555555,-0.89,-0.565
327,908.3333333333334,-0.885,-0.565
328,911.1111111111111,-0.875,-0.545
329,913.8888888888889,-0.87,-0.55
330,916.6666666666666,-0.87,-0.545
331,919.4444444444443,-0.85,-0.545
332,922.2222222222223,-0.86,-0.545
333,925.0,-0.855,-0.55
334,927.7777777777778,-0.855,-0.57
335,930.5555555555555,-0.86,-0.575
336,933.3333333333334,-0.87,-0.57
337,936.1111111111111,-0.87,-0.58
338,938.8888888888889,-0.87,-0.575
339,941.6666666666666,-0.865,-0.57
340,944.4444444444445,-0.865,-0.565
341,947.2222222222222,-0.85,-0.54
342,950.0,-0.84,-0.525
343,952.7777777777777,-0.845,-0.525
344,955.5555555555557,-0.82,-0.53
345,958.3333333333334,-0.86,-0.52
346,961.1111111111111,-0.87,-0.555
347,963.8888888888889,-0.86,-0.555
348,966.6666666666666,-0.865,-0.555
349,969.4444444444445,-0.87,-0.55
350,972.2222222222222,-0.865,-0.55
351,975.0,-0.86,-0.535
352,977.7777777777777,-0.845,-0.53
353,980.5555555555555,-0.84,-0.53
354,983.3333333333333,-0.82,-0.505
355,986.1111111111112,-0.82,-0.505
356,988.8888888888889,-0.82,-0.52
357,991.6666666666667,-0.83,-0.51
358,994.4444444444445,-0.825,-0.53
359,997.2222222222223,-0.835,-0.53
360,1000.0,-0.85,-0.545
361,1002.7777777777777,-0.87,-0.55
362,1005.5555555555555,-0.875,-0.56
363,1008.3333333333333,-0.875,-0.53
364,1011.1111111111111,-0.88,-0.535
365,1013.8888888888888,-0.875,-0.525
366,1016.6666666666666,-0.875,-0.525
367,1019.4444444444443,-0.865,-0.535
368,1022.2222222222222,-0.855,-0.525
369,1025.0,-0.855,-0.525
370,1027.7777777777776,-0.865,-0.545
371,1030.5555555555554,-0.88,-0.55
372,1033.3333333333335,-0.875,-0.56
373,1036.1111111111113,-0.89,-0.595
374,1038.888888888889,-0.895,-0.58
375,1041.6666666666667,-0.9,-0.58
376,1044.4444444444446,-0.89,-0.57
377,1047.2222222222222,-0.895,-0.555
378,1050.0,-0.885,-0.55
379,1052.7777777777778,-0.885,-0.555
380,1055.5555555555557,-0.885,-0.555
381,1058.3333333333333,-0.89,-0.575
382,1061.111111111111,-0.9,-0.595
383,1063.888888888889,-0.915,-0.6
